uttr_id,happy,angry,sad,neutral,worried,surprise,video_id,start,end,text
sample_00001725,0,1,0,0,0,0,sample_00001725,0,4.48,"Just like a power bank, it comes in various styles and is easy to carry around. Moreover, you can exchange the old for the new at any time."
sample_00001726,1,0,0,0,0,0,sample_00001726,0,1.04,
sample_00001728,0,0,0,1,0,0,sample_00001728,0,6.28,"Ah, you didn't eat with him? No, I think that's where you're wrong."
sample_00001731,0,1,0,0,0,0,sample_00001731,0,2.52,"Even if you dismiss me, I still don't need help from Chen‘s family."
sample_00001732,0,0,0,0,1,0,sample_00001732,0,7.32,I won't count on my son anymore. What worries me the most is that my grandson also hates me.
sample_00001737,0,1,0,0,0,0,sample_00001737,0,5.08,"If your company is truly as professional and superiorly qualified as stated in the online recruitment, then it should not discriminate against a newcomer."
sample_00001738,0,0,0,0,1,0,sample_00001738,0,7.45,"Since you refuse to listen to my advice, when the time comes, when this show is aired, and the ratings are poor, and you're being criticized by netizens, don't come to me."
sample_00001740,0,1,0,0,0,0,sample_00001740,0,2.12,It seems that Wah Zai distancing himself from you is indeed the right thing.
sample_00001741,0,1,0,0,0,0,sample_00001741,0,7.37,"Do you even need to ask? I know they've been dating for ten years. However, I recently heard that they broke up."
sample_00001742,1,0,0,0,0,0,sample_00001742,0,2.52,He can't come because the company has an urgent matter to deal with.
sample_00001743,0,0,0,1,0,0,sample_00001743,0,6.52,"Everyone makes mistakes, at least, he has done everything he can do now."
sample_00001744,0,0,1,0,0,0,sample_00001744,0,4.12,"I think so too, so I also want to send her abroad."
sample_00001745,0,0,0,0,0,1,sample_00001745,0,5.64,"I'm fine, but you're in trouble. You've got a big problem. Since you dare to play tricks on me, do you not want to get by anymore?"
sample_00001746,0,1,0,0,0,0,sample_00001746,0,0.52,You are the third party trying to break up me and Yuan Hao.
sample_00001747,1,0,0,0,0,0,sample_00001747,0,4.84,"I really need someone to help me, I know you are a good person."
sample_00001748,1,0,0,0,0,0,sample_00001748,0,5.64,"Ouyang has a colleague from the same department named Chen Jun, who pursued her for two years, right?"
sample_00001749,0,1,0,0,0,0,sample_00001749,0,5.96,"I can't stand the pitiful way she sits across from me, trying to please me. This is not a normal relationship between a mother and a son at all."
sample_00001750,0,0,0,1,0,0,sample_00001750,0,1.28,Is it not leukemia?
sample_00001751,0,0,0,0,1,0,sample_00001751,0,3,"That won't work either, especially not driving."
sample_00001752,0,1,0,0,0,0,sample_00001752,0,10.04,"Don't say that, I should be the one saying sorry. Oh dear, he has caused you such a big trouble again. So, when I get back, I will definitely apologize to you in person, okay?"
sample_00001755,0,0,0,1,0,0,sample_00001755,0,3.12,"We say, Wang Jianguo, you didn't bring anything, did you feel foolish? There's no place for you to sit, right?"
sample_00001756,0,1,0,0,0,0,sample_00001756,0,2.01,Can you be a bit more mindful with your words?
sample_00001758,0,0,0,1,0,0,sample_00001758,0,4.12,"Caregiver, caregiver, you say you can't even keep an eye on things, what the hell are you protecting?"
sample_00001759,0,1,0,0,0,0,sample_00001759,0,1.32,The clothes were all borrowed.
sample_00001760,1,0,0,0,0,0,sample_00001760,0,3.36,"Weiwei is hateful, and even more hateful, have you seen it? How miserable she is now, worse than me."
sample_00001762,0,0,1,0,0,0,sample_00001762,0,4.88,"If Zhangtou is not happy, I will be unhappy. If I'm not happy, get out of here right away."
sample_00001764,0,0,1,0,0,0,sample_00001764,0,2.93,"Everything I know, you taught me. If I am impressive, then you are even more so."
sample_00001765,0,1,0,0,0,0,sample_00001765,0,4.24,"What's wrong, really? Aren't you here to speak your mind? Don't hold it in, okay?"
sample_00001766,0,0,0,1,0,0,sample_00001766,0,5.84,"I'm sorry, I was wrong."
sample_00001769,1,0,0,0,0,0,sample_00001769,0,3.04,
sample_00001772,0,1,0,0,0,0,sample_00001772,0,4.93,"Those distributors, each of whom has cooperated with us for decades, can we really sue them?"
sample_00001774,0,0,0,1,0,0,sample_00001774,0,2.6,"You have nothing to hide, why are you making a fuss? Why such a big reaction if you have nothing to hide?"
sample_00001776,0,0,0,1,0,0,sample_00001776,0,4.88,"I know it's shameless, but I am still here, I have to live."
sample_00001778,0,0,0,0,1,0,sample_00001778,0,2.28,What's it to you? Why are you meddling so much when you have nothing to do?
sample_00001779,0,0,0,0,1,0,sample_00001779,0,6.38,Let me try.
sample_00001780,0,0,0,1,0,0,sample_00001780,0,1.96,"I'm not giving you a gift here, I'm saving ink for the revolution."
sample_00001781,0,0,0,1,0,0,sample_00001781,0,3.76,"You're right, if our marriage is as solid as a rock."
sample_00001782,0,0,0,0,1,0,sample_00001782,0,3.6,Did you see when Miss Fan took this photo?
sample_00001783,0,0,0,1,0,0,sample_00001783,0,2.64,"This is okay, right?"
sample_00001784,0,0,0,0,0,1,sample_00001784,0,1.28,"Your family is all top-notch, you should go quickly."
sample_00001786,0,0,1,0,0,0,sample_00001786,0,3.24,Who the hell is it?
sample_00001787,1,0,0,0,0,0,sample_00001787,0,3.24,"Chen Jun, why are you so stingy? It's really disappointing."
sample_00001788,0,0,0,0,1,0,sample_00001788,0,3.56,"Even if I am interested, such conditions are also reasonable, aren't they?"
sample_00001790,0,0,1,0,0,0,sample_00001790,0,3.55,Mr. Lin is my boss and he has always taken good care of me.
sample_00001791,0,0,0,1,0,0,sample_00001791,0,2.28,"Otherwise, go to the supermarket to buy some milk, fruits and the like."
sample_00001796,0,0,0,0,1,0,sample_00001796,0,8.16,"Alright, alright, I won't ask. But I think, if you're feeling bad right now, you must let it all out and cry."
sample_00001797,0,0,1,0,0,0,sample_00001797,0,2.76,"Three thousand a month, isn't that your entire salary?"
sample_00001799,0,0,0,1,0,0,sample_00001799,0,4.16,"Love is like this, it is because of the risks that we need to persist, if there is a return for what you give, that's business."
sample_00001800,0,1,0,0,0,0,sample_00001800,0,6.8,"What's with the zombie thing? It's a gift from a colleague in the HR department, they said this year's gift is ""Garlic you're ruthless"". Why are you sitting outside?"
sample_00001802,0,0,0,1,0,0,sample_00001802,0,5.68,"I tell you, I have no regrets. If being a doctor is like you, I'd rather not be."
sample_00001806,0,0,0,1,0,0,sample_00001806,0,8.96,"Good for you! Despite your small size, you're quite strong. Even Dr. Cheng couldn't handle that rabies case just now, but you sorted it out in no time."
sample_00001807,0,1,0,0,0,0,sample_00001807,0,1.96,I treat you with kindness. You think me as Hello Kitty.
sample_00001808,0,0,0,0,0,1,sample_00001808,0,0.84,"What kind of cop are you? You're a thug, aren't you?"
sample_00001811,0,1,0,0,0,0,sample_00001811,0,0.84,You reply to me.
sample_00001812,0,0,0,0,1,0,sample_00001812,0,10.12,"This morning when I was leaving the house, I was hesitant. But after seeing Wei Guoqiang, I suddenly wasn't hesitant anymore."
sample_00001813,0,0,0,1,0,0,sample_00001813,0,1.2,Why do you guys want to learn English?
sample_00001814,0,1,0,0,0,0,sample_00001814,0,1.63,"Watch my bag for me, don't walk away."
sample_00001815,0,0,0,0,1,0,sample_00001815,0,4.52,"He spends the whole day reading Fortune magazine, a big shot."
sample_00001817,0,0,0,0,1,0,sample_00001817,0,2.2,Okay.
sample_00001818,1,0,0,0,0,0,sample_00001818,0,2.32,"Being so entangled that I was at a loss for words, I just gave her whatever answer she wanted."
sample_00001823,0,0,0,1,0,0,sample_00001823,0,7.04,"I wanted to ask you, why did you quit? Is it because you really don't want to work in the emergency department anymore and you're really going to the United States?"
sample_00001826,0,1,0,0,0,0,sample_00001826,0,0.88,Still coming?
sample_00001828,0,0,0,0,0,1,sample_00001828,0,4.36,"You know, oh, of course you know, you have the perspective of God."
sample_00001832,0,0,0,0,0,1,sample_00001832,0,3.04,"It's best to inform Director Zeng, just in case he is looking for you."
sample_00001833,0,0,0,1,0,0,sample_00001833,0,0.79,Where is your family?
sample_00001834,0,1,0,0,0,0,sample_00001834,0,9.64,It's okay.
sample_00001836,0,1,0,0,0,0,sample_00001836,0,2.04,What's wrong?
sample_00001837,0,0,0,1,0,0,sample_00001837,0,5.72,"It's him who is fickle, not me. I can't make it clear to you right now."
sample_00001838,0,0,1,0,0,0,sample_00001838,0,2.08,What did you say? Can you repeat that?
sample_00001841,0,0,0,1,0,0,sample_00001841,0,5.08,Aunt Pang would not make such extreme actions. It's all my fault.
sample_00001844,1,0,0,0,0,0,sample_00001844,0,7.04,"Seeing Xiao Fan drunk downstairs, crying on a rock, looking back now, there really was a problem."
sample_00001845,0,1,0,0,0,0,sample_00001845,0,16.43,"That day, I asked him to come home to get some money, initially giving him two thousand. Unexpectedly, he tried to assault me. During my resistance, I accidentally killed him."
sample_00001846,1,0,0,0,0,0,sample_00001846,0,1.56,How dare you hit me.
sample_00001848,0,1,0,0,0,0,sample_00001848,0,6.16,"Li Lan Ying, you are simply unreasonable. Acting like this will only make people look down on you."
sample_00001849,1,0,0,0,0,0,sample_00001849,0,3.97,"This is nothing, if it were someone else, they might lose control even more."
sample_00001850,0,1,0,0,0,0,sample_00001850,0,2.96,"Then they feel homesick, they do what they can, they work very hard to support you, but the child is not under pressure."
sample_00001857,1,0,0,0,0,0,sample_00001857,0,3.52,What I'm doing now and what I'll do in the future are all voluntary.
sample_00001858,0,0,0,1,0,0,sample_00001858,0,2.71,I've indulged myself too much.
sample_00001860,0,0,0,0,1,0,sample_00001860,0,1.21,"What are you doing, Wang Xiaoshuai?"
sample_00001861,0,0,0,1,0,0,sample_00001861,0,6.48,
sample_00001863,1,0,0,0,0,0,sample_00001863,0,2.04,
sample_00001864,0,0,0,1,0,0,sample_00001864,0,3.68,"Then let me tell you something, man to man."
sample_00001865,0,0,0,0,0,1,sample_00001865,0,1.84,"Seeing you like this now, I feel relieved."
sample_00001866,0,0,1,0,0,0,sample_00001866,0,6.48,"If you don't want to study properly, you don't have to stay in this class. Pack up your things and leave."
sample_00001868,0,1,0,0,0,0,sample_00001868,0,3.32,Are you still working overnight tonight?
sample_00001869,1,0,0,0,0,0,sample_00001869,0,1.96,Write thirty.
sample_00001870,0,1,0,0,0,0,sample_00001870,0,5.48,"What should I do? There are a bunch of reporters at home, and it's like this here too, I'm really falling apart."
sample_00001871,0,0,0,1,0,0,sample_00001871,0,1.88,
sample_00001872,1,0,0,0,0,0,sample_00001872,0,6.56,"I noticed that day too, that you're the one who makes the decisions in your family. Can we discuss, is it possible to let Liu Jing and her daughter meet?"
sample_00001877,0,0,0,1,0,0,sample_00001877,0,2.04,Dad.
sample_00001878,0,0,0,0,1,0,sample_00001878,0,12.2,"I feel that going to sleep in the early part of the night is a waste of time. My dad said, the night is the most wonderful study time given to us by God."
sample_00001879,1,0,0,0,0,0,sample_00001879,0,10.08,"In a woman's lifetime, there must be a place to settle down. If Jiang Haokun can wait for you for ten years, his persistence makes him worthy of you."
sample_00001882,0,1,0,0,0,0,sample_00001882,0,2.04,
sample_00001884,0,0,0,1,0,0,sample_00001884,0,3.52,"Given my grandmother's appetite, can I even get any meat? Let alone seafood."
sample_00001885,0,1,0,0,0,0,sample_00001885,0,3.04,"Son, you need to make sure Xiao Nan worries less about your current situation."
sample_00001889,0,0,0,0,1,0,sample_00001889,0,1.71,
sample_00001890,0,0,0,1,0,0,sample_00001890,0,1.1,"Stop making noise, go find the electricity."
sample_00001891,0,1,0,0,0,0,sample_00001891,0,2.36,Let me only handle the agency of GI brand in China.
sample_00001894,0,1,0,0,0,0,sample_00001894,0,2.12,"This is my fate, I don't blame you."
sample_00001895,0,0,1,0,0,0,sample_00001895,0,0.96,No Heishan League.
sample_00001898,0,1,0,0,0,0,sample_00001898,0,2.77,Your dad went to the store early in the morning.
sample_00001901,1,0,0,0,0,0,sample_00001901,0,3.92,It would take at least twenty seconds for Lin Mengmeng's car to drive from the accident site to the exit.
sample_00001902,0,1,0,0,0,0,sample_00001902,0,4.2,"Thank you, may I ask, where did you find my resume?"
sample_00001903,0,0,0,1,0,0,sample_00001903,0,8.88,"After Wu Yusheng arrives, please help me to thank him."
sample_00001904,1,0,0,0,0,0,sample_00001904,0,3.32,"Okay, okay, okay, okay, okay, I have received this intention."
sample_00001905,0,0,0,1,0,0,sample_00001905,0,5.4,"Chen Yuerong, starting from today, I am going to quit smoking, quit drinking, and quit staying up late."
sample_00001907,1,0,0,0,0,0,sample_00001907,0,1.92,Are you being asked? Did he say anything?
sample_00001908,0,0,0,1,0,0,sample_00001908,0,1.8,Eight hundred and thirty thousand!
sample_00001910,0,0,0,1,0,0,sample_00001910,0,2.04,"That day, the sky was exceptionally blue."
sample_00001911,1,0,0,0,0,0,sample_00001911,0,4.48,"I just hope, you and your family."
sample_00001913,0,0,0,1,0,0,sample_00001913,0,3.68,"Let's set an upper limit then, give it five hundred."
sample_00001914,0,0,0,1,0,0,sample_00001914,0,1.4,"You, stop looking."
sample_00001916,0,0,1,0,0,0,sample_00001916,0,7.32,"If I could have gotten such a job before I knew you, I would have gone without hesitation, without any second thoughts."
sample_00001917,1,0,0,0,0,0,sample_00001917,0,4.36,It's not quite logical to be in charge of fashion editing work after only one or two years.
sample_00001918,0,0,0,0,1,0,sample_00001918,0,3.16,
sample_00001920,0,0,0,0,0,1,sample_00001920,0,1.05,
sample_00001921,1,0,0,0,0,0,sample_00001921,0,1.64,Which exit are you at? I will come to pick you up.
sample_00001922,0,0,0,0,1,0,sample_00001922,0,5.64,"Our Meimei at home is soft-hearted, but she is kind-hearted. I don't know if she is qualified to be your agent?"
sample_00001923,0,0,0,0,0,1,sample_00001923,0,4.28,"That's what was said, but now I always feel like I'm not getting anywhere."
sample_00001925,0,0,0,1,0,0,sample_00001925,0,4.08,
sample_00001927,0,0,0,0,1,0,sample_00001927,0,6.16,"Cai Weilan, you need to explain this to me. How come I didn't know about this? Are you two-timing me?"
sample_00001928,0,0,0,1,0,0,sample_00001928,0,5.08,"Currently, only Huang Hongbing and that woman's identities are uncertain. But they are very likely,"
sample_00001929,1,0,0,0,0,0,sample_00001929,0,2.24,"One moment it's a psychological barrier, the next it's a touch barrier, and then it's"
sample_00001932,0,1,0,0,0,0,sample_00001932,0,4.56,I can't stand her anymore. She only cares about what she wants and doesn't listen to what others say.
sample_00001933,1,0,0,0,0,0,sample_00001933,0,1,"I want to take it home, but I can't bring myself to say it."
sample_00001937,0,0,1,0,0,0,sample_00001937,0,5.24,"When you reach my age, brother, you can forgive any woman and any situation."
sample_00001939,0,0,0,1,0,0,sample_00001939,0,1.56,"There's no one left in our family, they've all passed away."
sample_00001940,0,0,0,0,1,0,sample_00001940,0,8.32,"It's like this, I, from a young age, have taught our peaches to be grateful and repay kindness."
sample_00001941,0,0,0,1,0,0,sample_00001941,0,5.2,We both drank too much last night.
sample_00001942,0,0,0,1,0,0,sample_00001942,0,5.32,"Is it so difficult to apologize? That is a matter of life. If you really think you are not wrong, let them sue."
sample_00001943,0,1,0,0,0,0,sample_00001943,0,1,"But, I am self-reliant."
sample_00001946,0,1,0,0,0,0,sample_00001946,0,8.56,"Okay, living happily."
sample_00001947,0,0,0,1,0,0,sample_00001947,0,1.16,"Everyone has left, don't overthink it."
sample_00001948,1,0,0,0,0,0,sample_00001948,0,3.45,I heard that you are going to stay for a long time.
sample_00001950,0,1,0,0,0,0,sample_00001950,0,8.64,"Well, Mr. Jiang, isn't all this trouble you're going through a bit like inviting a wolf into your house?"
sample_00001952,0,0,0,0,1,0,sample_00001952,0,2.8,"Mr. Ouyang, please stop beating around the bush. If you have any questions, feel free to ask."
sample_00001953,0,0,0,1,0,0,sample_00001953,0,1.72,There are still some other requirements!
sample_00001954,0,1,0,0,0,0,sample_00001954,0,7.56,"You help me deal with him, I'll help you."
sample_00001958,0,1,0,0,0,0,sample_00001958,0,1,Get up and eat.
sample_00001959,0,1,0,0,0,0,sample_00001959,0,11.76,"Lao Tan, my younger brother has been confirmed as mentally ill."
sample_00001965,0,0,0,1,0,0,sample_00001965,0,1.44,We are having a classmate reunion.
sample_00001969,0,0,0,1,0,0,sample_00001969,0,3.68,Why are you following me? Are you afraid I'm going to jump off a building?
sample_00001972,0,0,1,0,0,0,sample_00001972,0,4.72,"The doctor said that in his view, complete forgetfulness could at least be considered a form of relief."
sample_00001973,0,0,1,0,0,0,sample_00001973,0,1.48,Do not disclose it to the outside.
sample_00001975,0,0,0,1,0,0,sample_00001975,0,4.8,"I've really met a weirdo today, you can sue or not, it's up to you."
sample_00001977,0,1,0,0,0,0,sample_00001977,0,2.76,"Later, my husband agreed to pay the money."
sample_00001978,0,1,0,0,0,0,sample_00001978,0,3.16,"I've noticed something off about you these past few days, did you take the wrong medication or something?"
sample_00001980,0,0,0,1,0,0,sample_00001980,0,5,"Ah, I see. Someone recommended a wedding planning company to me."
sample_00001984,0,0,0,1,0,0,sample_00001984,0,8.72,"That's great, I'm not hiding it from you. I'll think about it right away. I feel very honored to be able to have a face-to-face conversation with Mr. Sun. Haha."
sample_00001991,0,0,0,0,1,0,sample_00001991,0,1.52,I told him at that time to stay calm.
sample_00001995,0,0,0,0,1,0,sample_00001995,0,3.6,"Instead of being tied hand and foot, it's you who can truly live your own life."
sample_00001996,0,1,0,0,0,0,sample_00001996,0,1.08,"I'm coming, I can do it!"
sample_00001997,0,0,0,0,1,0,sample_00001997,0,5.92,"But for now, let's just define our relationship, I feel I'm not mentally prepared yet."
sample_00001998,1,0,0,0,0,0,sample_00001998,0,1.84,"If you're really feeling unwell, you should go to the hospital immediately."
sample_00001999,0,0,1,0,0,0,sample_00001999,0,3,I really never thought about it.
sample_00002004,0,0,0,1,0,0,sample_00002004,0,0.92,
sample_00002005,0,0,0,1,0,0,sample_00002005,0,6.28,"Not asking anyone out, how is that possible? When he asked me out yesterday, you were clearly there."
sample_00002006,0,0,0,1,0,0,sample_00002006,0,1.92,"But can you tell me now, where is my sister?"
sample_00002008,0,0,0,0,1,0,sample_00002008,0,5.88,"You said to arrange this for you, this won't do, that won't do, finally a good one, and you, pull this stunt again."
sample_00002010,0,0,0,1,0,0,sample_00002010,0,5.08,Isn't it you? Then who is it? Can you tell me?
sample_00002012,0,1,0,0,0,0,sample_00002012,0,3.92,Do you think you're Spider-Man saving the world? Always pretending to be someone else's boyfriend.
sample_00002013,0,0,0,1,0,0,sample_00002013,0,0.88,What do you think?
sample_00002014,0,0,0,1,0,0,sample_00002014,0,4.24,"I really thought you had grown up, showing me respect, celebrating my birthday, but it turns out it was all for your wife."
sample_00002015,0,0,1,0,0,0,sample_00002015,0,0.92,Clap clap clap
sample_00002018,0,1,0,0,0,0,sample_00002018,0,2.28,There is absolutely no intention to discuss with me.
sample_00002019,0,0,0,1,0,0,sample_00002019,0,1.2,"Alright, so that's how it is."
sample_00002021,0,1,0,0,0,0,sample_00002021,0,0.88,
sample_00002022,0,0,0,0,1,0,sample_00002022,0,3.72,"If we get married, who knows, I might be able to give you twins."
sample_00002028,0,0,0,1,0,0,sample_00002028,0,1.63,This is the mooncake we made ourselves.
sample_00002029,1,0,0,0,0,0,sample_00002029,0,0.76,I'm not looking for anyone.
sample_00002031,1,0,0,0,0,0,sample_00002031,0,5.64,"Then, then, when will they sign? Where will they sign?"
sample_00002034,0,1,0,0,0,0,sample_00002034,0,2.76,Haven't I said it all? I will bring you the coffee when the time comes.
sample_00002035,0,0,0,1,0,0,sample_00002035,0,3.72,"Surprise, I told you I would keep surprising you."
sample_00002037,0,0,0,0,1,0,sample_00002037,0,3.17,"Fei'er, Fei'er."
sample_00002039,0,0,1,0,0,0,sample_00002039,0,4.88,"We always thought you were a very reticent person, but surprisingly, you are so eloquent. What an awakening."
sample_00002041,0,0,0,0,1,0,sample_00002041,0,10.88,"I'm done with my three sentences, you can leave."
sample_00002042,1,0,0,0,0,0,sample_00002042,0,4.68,"In my heart, I feel extremely distressed. We work hard day and night, tirelessly."
sample_00002044,0,1,0,0,0,0,sample_00002044,0,5.08,"Go, beautiful you, who bought this for you? This is a gift for you."
sample_00002045,1,0,0,0,0,0,sample_00002045,0,4.32,"Once you have the specific date for your annual meeting, please notify us. I will prepare these materials as soon as possible."
sample_00002046,0,0,1,0,0,0,sample_00002046,0,2.2,How did they end up together?
sample_00002047,1,0,0,0,0,0,sample_00002047,0,10.8,"Indeed, your approach to today's matter was particularly unacceptable. However,"
sample_00002048,0,0,1,0,0,0,sample_00002048,0,0.84,"Come over quickly, we need to talk."
sample_00002051,1,0,0,0,0,0,sample_00002051,0,7.81,"Do you know, I used to think, the most painful situation in my life might be you leaving me."
sample_00002052,0,1,0,0,0,0,sample_00002052,0,4.8,"This, suddenly, is nauseating."
sample_00002055,0,0,1,0,0,0,sample_00002055,0,7.08,How can I manage this? That seat is where my husband was eating!
sample_00002056,0,0,0,1,0,0,sample_00002056,0,1.76,"After exercising and saving enough money, I rushed back to my hometown with all my might."
sample_00002058,0,0,1,0,0,0,sample_00002058,0,0.88,Bah!
sample_00002059,0,0,1,0,0,0,sample_00002059,0,3.04,Are you not at all upset that your brother has passed away?
sample_00002061,0,0,0,0,0,1,sample_00002061,0,4.36,"Congratulations on your wedding, Brother Si Jin."
sample_00002063,1,0,0,0,0,0,sample_00002063,0,4.68,"You say, the little one, just around you, spinning around, asking questions here and there."
sample_00002065,1,0,0,0,0,0,sample_00002065,0,1.93,I stopped thinking about Doctor Wang a long time ago.
sample_00002066,0,1,0,0,0,0,sample_00002066,0,3.4,"This wine, you don't drink it, watermelon juice, you don't drink that either, what do you want to do then?"
sample_00002068,0,0,1,0,0,0,sample_00002068,0,4.54,"Wang Xiaoshuai, if you're so capable, write a new song. I've composed a melody for you to write to. You've been writing for half your life."
sample_00002069,0,0,0,1,0,0,sample_00002069,0,1.84,
sample_00002070,0,0,0,1,0,0,sample_00002070,0,2.56,"I know you are used to doing things alone, but this time is different."
sample_00002072,0,1,0,0,0,0,sample_00002072,0,9.04,"If I make the shoes for you, you have to return my spouse's portrait and those shoes to me."
sample_00002073,0,0,0,1,0,0,sample_00002073,0,7.6,"Today is my birthday, give me some respect, take a sip."
sample_00002074,0,1,0,0,0,0,sample_00002074,0,0.6,
sample_00002075,0,0,0,0,1,0,sample_00002075,0,2.88,"I just realized, Comrade Ai Xiaotian, you really do have thoughtful things to say."
sample_00002076,0,0,0,0,1,0,sample_00002076,0,5,"If we can't accept each other, Dad is afraid that you're the one who will suffer."
sample_00002077,1,0,0,0,0,0,sample_00002077,0,2.12,Peach has a boyfriend now.
sample_00002078,0,1,0,0,0,0,sample_00002078,0,5.36,No woman can bear it. Not to mention that it's your fault first.
sample_00002079,0,1,0,0,0,0,sample_00002079,0,1.88,I haven't really thought about any conditions or anything like that.
sample_00002080,0,1,0,0,0,0,sample_00002080,0,5.36,"Auntie, actually, I should have been with Qingchuan a few years ago. He suddenly went to the United States for his career."
sample_00002082,0,1,0,0,0,0,sample_00002082,0,6.36,"You just pack up, take all your junk away, don't leave a single thing behind, I'll just pretend I never knew you."
sample_00002083,0,0,0,1,0,0,sample_00002083,0,7.6,"I can't eat, I can't sleep, my head hurts terribly. I took my films to other hospitals for consultation, but they all refused to tell me the truth. You must solve this problem for me today."
sample_00002087,0,1,0,0,0,0,sample_00002087,0,1.96,Do you own the road or something?
sample_00002088,1,0,0,0,0,0,sample_00002088,0,5.28,"I was saying, I was saying my nephew and his wife, they definitely wouldn't be the kind of people who burn bridges after crossing them."
sample_00002089,0,0,0,1,0,0,sample_00002089,0,2.04,"To be your own husband, you certainly need to figure out a way."
sample_00002090,1,0,0,0,0,0,sample_00002090,0,5.16,"Vivi, can we consider not having this child for now?"
sample_00002091,1,0,0,0,0,0,sample_00002091,0,4.24,"That is, if they ask about previous emotional experiences, it's better not to mention it if possible."
sample_00002092,1,0,0,0,0,0,sample_00002092,0,4.52,"Exactly, it's my buddy, a real expert. He made that certificate, you simply can't tell it."
sample_00002093,0,0,1,0,0,0,sample_00002093,0,3.04,Listen to what Auntie and Teacher Ye say.
sample_00002094,0,0,1,0,0,0,sample_00002094,0,3.89,Your leg isn't fully healed yet; you mustn't do any heavy lifting.
sample_00002095,0,0,0,1,0,0,sample_00002095,0,1.96,"I like him, and he likes me."
sample_00002096,0,0,0,1,0,0,sample_00002096,0,3.08,"Look at me, these past few days I've been preoccupied with entertaining guests."
sample_00002097,0,0,0,1,0,0,sample_00002097,0,3.08,"What are you looking at? I'm not scared of you, although you wear a mask."
sample_00002098,0,1,0,0,0,0,sample_00002098,0,0.96,What's wrong with you?
sample_00002099,0,0,0,0,1,0,sample_00002099,0,3.28,"I'll say it again, I will definitely not forgive you for stabbing me in the back."
sample_00002100,0,0,0,0,1,0,sample_00002100,0,2.2,"Whether you can dig it out or not, it depends on your abilities."
sample_00002101,0,0,0,1,0,0,sample_00002101,0,2.36,"Just deal with the problem in a simple and crude way, man up, tell him, nothing else, just this."
sample_00002102,1,0,0,0,0,0,sample_00002102,0,4.59,Even the frequency of calling home has changed from once a week to once a month now.
sample_00002105,1,0,0,0,0,0,sample_00002105,0,6.6,"So it turns out that Qin Tian is Qin Lang's younger brother, Ling Jie is saved now."
sample_00002107,0,0,0,1,0,0,sample_00002107,0,1.6,"Mom, what's the rush?"
sample_00002108,0,0,0,1,0,0,sample_00002108,0,4.6,"It seems like she has been at odds with Xiao Qiu these past few days, it's been a few days now."
sample_00002112,0,0,0,1,0,0,sample_00002112,0,6.04,"Just do it. What's there to fuss about when you're dealing with an elder, with an old woman?"
sample_00002114,0,1,0,0,0,0,sample_00002114,0,3.6,"Ah? You drank too much yesterday, you threw up on me."
sample_00002115,1,0,0,0,0,0,sample_00002115,0,3.56,"You are now my wife, the one I love dearly."
sample_00002118,0,0,0,0,1,0,sample_00002118,0,1.73,"Eating this is the most suitable, and it's very convenient to cook."
sample_00002119,0,0,1,0,0,0,sample_00002119,0,5.08,"Because there is a lake next to that Olympic Park, I can ride a bicycle with her when the time comes."
sample_00002120,0,1,0,0,0,0,sample_00002120,0,2.92,"No, I don't think I can continue with him anymore."
sample_00002122,0,0,0,1,0,0,sample_00002122,0,2.28,It's a miracle that I've lived this long.
sample_00002126,0,0,0,1,0,0,sample_00002126,0,2,"Okay, thank you!"
sample_00002127,0,0,0,1,0,0,sample_00002127,0,3.38,"Then you sit down, I'll go first."
sample_00002128,0,0,0,1,0,0,sample_00002128,0,1.16,I did some calculations.
sample_00002130,0,0,0,1,0,0,sample_00002130,0,7.4,"""Mung bean soup is a summer drink. Master Zhang lives in the courtyard at the end of winter and the beginning of spring. How do you expect him to drink mung bean soup now?"""
sample_00002132,0,1,0,0,0,0,sample_00002132,0,2.56,"I go to take photos, and when I take pictures of animals and people, I am very happy."
sample_00002135,1,0,0,0,0,0,sample_00002135,0,4.52,"Able to hold a frugal wedding, understands how to live life."
sample_00002136,0,0,0,1,0,0,sample_00002136,0,2.88,"Moreover, he is chauffeured to and from school, with a servant accompanying him."
sample_00002138,0,0,0,0,1,0,sample_00002138,0,0.64,I don't care.
sample_00002140,0,1,0,0,0,0,sample_00002140,0,3.72,"Because of his one mistake, you and Chen Fang have been separated by life and death ever since."
sample_00002142,0,1,0,0,0,0,sample_00002142,0,3.92,"I have made up my mind, I want to be your girlfriend."
sample_00002143,0,1,0,0,0,0,sample_00002143,0,8.59,Did I cause you a lot of trouble today?
sample_00002146,0,0,0,0,1,0,sample_00002146,0,7.56,"He fears that she will forget everything and recognize no one, yet he also fears that she will gradually forget and suffer herself."
sample_00002148,1,0,0,0,0,0,sample_00002148,0,8.4,"I still remember what my grandma said. My grandma may not be educated, but what she said just now was from the bottom of her heart. That is the love from the elderly towards me."
sample_00002150,0,1,0,0,0,0,sample_00002150,0,4.28,"However, I have to tell you something, this necklace is the only memento left to Mao Xiaochun by her mother."
sample_00002152,1,0,0,0,0,0,sample_00002152,0,0.96,Please go out.
sample_00002154,0,1,0,0,0,0,sample_00002154,0,6.44,"Yuanhao is already in his thirties, his younger brother is married, but he is still single."
sample_00002155,1,0,0,0,0,0,sample_00002155,0,4.2,You said he wouldn't even spare a pregnant woman.
