uttr_id,video_id,start,end,text,valence,arousal,dominance
sample_00005653,sample_00005653,0,1.64,Don't think you can show off just because you have a bit of money. What's so special about you?,0.568,0.71,0.078
sample_00005182,sample_00005182,0,2.0,My dad has transferred the money into my bank account.,-0.812,0.648,-0.21
sample_00003451,sample_00003451,0,6.4,"Don't mention this, I get angry as soon as it is mentioned. Look, I told her to go to her crappy work, but she still holds a grudge against me for this!",-0.812,0.648,-0.21
sample_00002173,sample_00002173,0,1.72,I just want to bring her here for fun.,-0.812,0.648,-0.21
sample_00000313,sample_00000313,0,3.28,Huh,-0.756,0.66,0.208
sample_00005599,sample_00005599,0,1.32,,1.0,0.47,0.544
sample_00005680,sample_00005680,0,2.68,"Jian, I knew it, sigh you.",1.0,0.47,0.544
sample_00006878,sample_00006878,0,2.44,"So, I specifically came to thank you.",0.0,0.0,0.0
sample_00002226,sample_00002226,0,2.92,"They had even invited Zhou Bo before, but he couldn't adjust his schedule.",-0.756,0.66,0.208
sample_00002552,sample_00002552,0,3.96,"I mean, you're really something, kid. Since you're in good terms with our family's Ouyang, you should at least come and visit me.",0.0,0.0,0.0
sample_00005088,sample_00005088,0,2.92,"Just now, she was complaining to me, saying that you didn't adhere to the check-out agreement.",-0.756,0.66,0.208
sample_00005484,sample_00005484,0,4.32,"It's clearly jealousy, you're the only one single now, I can understand if you're not feeling well inside.",-0.756,0.66,0.208
sample_00002344,sample_00002344,0,7.29,"So it can talk, work, and if it says it's not there, then it's not there.",-0.812,0.648,-0.21
sample_00004524,sample_00004524,0,1.27,,-0.756,0.66,0.208
sample_00005224,sample_00005224,0,4.4,"Well, since you've said so, what objections could I possibly have?",0.0,0.0,0.0
sample_00003356,sample_00003356,0,4.0,"You're waiting for me right under your noses, how much you must love me to do that.",-0.812,0.648,-0.21
sample_00003216,sample_00003216,0,1.24,I don't want to cling to the past.,1.0,0.47,0.544
sample_00000850,sample_00000850,0,4.56,"Who told you to do that? Didn't I tell you? Don't discuss, don't interfere, just do what you're supposed to do.",0.0,0.0,0.0
sample_00006521,sample_00006521,0,1.59,Is this how you educate your child?,0.0,0.0,0.0
sample_00001646,sample_00001646,0,4.12,"Master, Qu Xiaoxiao",-0.756,0.66,0.208
samplenew_00005947,samplenew_00005947,0,4.2,"Okay, goodbye.",1.0,0.47,0.544
sample_00003219,sample_00003219,0,1.44,Just remember my shortcomings.,-0.756,0.66,0.208
sample_00004750,sample_00004750,0,4.8,"It's a good thing that this happened in the hospital. If the family members were from the outside world, it would have caused a huge uproar.",0.0,0.0,0.0
sample_00002189,sample_00002189,0,4.16,"Additionally, do you still remember what I told you in the park today?",0.0,0.0,0.0
sample_00000633,sample_00000633,0,1.28,"Yes, my name is An Xiaoqi.",-0.756,0.66,0.208
sample_00000913,sample_00000913,0,5.72,"Thank you, unexpectedly, we have such a good-looking friend as you in our progress.",-0.756,0.66,0.208
sample_00005824,sample_00005824,0,1.56,"Understood, thank you.",-0.55,-0.334,-0.702
sample_00004139,sample_00004139,0,2.52,"However, if someone is unwilling.",1.0,0.47,0.544
sample_00003856,sample_00003856,0,2.24,I didn't expect it would end up like this.,1.0,0.47,0.544
sample_00000473,sample_00000473,0,4.08,"You should know the situation at that time, even if I don't say it.",0.0,0.0,0.0
sample_00001475,sample_00001475,0,7.96,"Yes, my parents were blindly optimistic when they named me. It's a joke. I don't earn in a year what you spend in a day. Of course, I'm tired of living.",0.0,0.0,0.0
sample_00001639,sample_00001639,0,1.5,"Look at what I'm saying, you just focus on that.",1.0,0.47,0.544
sample_00003532,sample_00003532,0,2.74,,-0.756,0.66,0.208
sample_00005058,sample_00005058,0,1.16,,1.0,0.47,0.544
sample_00006481,sample_00006481,0,3.29,What should I call you by your stage name?,1.0,0.47,0.544
sample_00006567,sample_00006567,0,2.72,"I'll just send a brief message back, saying that I've been very busy lately and don't have time.",-0.812,0.648,-0.21
sample_00002728,sample_00002728,0,4.12,"My phone had no signal, and later I found out that the SIM card was broken. I just went to the service center to replace it.",0.568,0.71,0.078
sample_00001790,sample_00001790,0,3.55,Mr. Lin is my boss and he has always taken good care of me.,-0.55,-0.334,-0.702
samplenew_00017628,samplenew_00017628,0,4.56,"But I know, once my body recovers.",1.0,0.47,0.544
sample_00005276,sample_00005276,0,4.16,"I tell you, I'm sad that the old lady has passed away, but what saddens me more is that she had such a disobedient son like you.",0.0,0.0,0.0
sample_00000063,sample_00000063,0,3.42,"You've understood it this way, which means you've already made your choice.",-0.756,0.66,0.208
sample_00004485,sample_00004485,0,3.36,"You want me to push Wang Bo to apologize to his family, how should he apologize?",-0.812,0.648,-0.21
sample_00002957,sample_00002957,0,1.52,,1.0,0.47,0.544
sample_00002127,sample_00002127,0,3.38,"Then you sit down, I'll go first.",0.0,0.0,0.0
sample_00006355,sample_00006355,0,2.64,"Later, the three of you will go together to interview this extremely popular online store.",0.0,0.0,0.0
sample_00006410,sample_00006410,0,3.37,"It indicates that he didn't lie to you, he could totally tell you a year later.",-0.756,0.66,0.208
sample_00004111,sample_00004111,0,2.2,What did that peach say?,1.0,0.47,0.544
sample_00002831,sample_00002831,0,4.68,Zhang Zhanjun is definitely out to harm me and Zhiyong this time.,-0.756,0.66,0.208
sample_00006665,sample_00006665,0,3.28,"I can't let them worry about this for me anymore, I can handle it myself.",-0.756,0.66,0.208
sample_00003077,sample_00003077,0,2.13,This is the best joke I've encountered this year.,-0.756,0.66,0.208
sample_00002273,sample_00002273,0,4.72,"I've made up my mind, I want to start my brand new life, is that okay?",1.0,0.47,0.544
sample_00005371,sample_00005371,0,3.44,"This money, I'll pay it, consider it as the dowry from our Shen family.",1.0,0.47,0.544
sample_00006067,sample_00006067,0,3.92,"I appreciate your help with this favor, but there is something I want to say beforehand.",0.568,0.71,0.078
sample_00003081,sample_00003081,0,1.0,How come? Just had some fruits?,1.0,0.47,0.544
sample_00003319,sample_00003319,0,2.04,"Look, I've come all this way, please just accept it.",0.0,0.0,0.0
sample_00001267,sample_00001267,0,3.28,"I still don't know, you guys are just afraid that mom will drag you down.",1.0,0.47,0.544
sample_00002572,sample_00002572,0,5.44,"Dyson Lin, make it clear, I am not like you, every single thing I do in the company, I don't consider personal interests first.",0.0,0.0,0.0
sample_00006436,sample_00006436,0,6.72,"Could you pass a message to Xiao Guan for me? Tell him that we should take advantage of the weekend to go out and relax, have some fun. It will lift our spirits.",1.0,0.47,0.544
sample_00004535,sample_00004535,0,4.5,"There are plenty of venues inviting me that I don't even bother to go, do you know that they are lining up to invite me, do you know that I am a star who can be your resident performer?",0.0,0.0,0.0
sample_00005469,sample_00005469,0,4.12,"I endured a whole night with the client today, and when I got home, you guys still don't love me.",0.0,0.0,0.0
sample_00003082,sample_00003082,0,2.72,Can't you show some understanding towards me?,0.0,0.0,0.0
sample_00000160,sample_00000160,0,3.2,My mom is also from the Northeast.,0.0,0.0,0.0
sample_00005886,sample_00005886,0,0.92,Bless you all.,-0.55,-0.334,-0.702
samplenew_00010887,samplenew_00010887,0,4.97,"I'm leaving, will you stay with him?",-0.812,0.648,-0.21
sample_00006628,sample_00006628,0,3.52,"The one who sprained his foot before, I even called you about it.",-0.756,0.66,0.208
sample_00002687,sample_00002687,0,2.0,You haven't seen that fun Qu Xiaoxiao yet.,-0.812,0.648,-0.21
sample_00006824,sample_00006824,0,4.76,"This is what I believe, we can't just blindly pursue profits and forget the original intention of establishing the company.",1.0,0.47,0.544
sample_00002555,sample_00002555,0,3.92,"""Zhao Xiaolu, I don't like women, and I like marriage even less!""",-0.756,0.66,0.208
sample_00004998,sample_00004998,0,3.8,"I never realized before, I am so cherished by others, there are people worrying about everything for me, from marriage to funerals.",-0.812,0.648,-0.21
sample_00004282,sample_00004282,0,2.04,"Yes, yes, yes, absolutely not.",0.0,0.0,0.0
sample_00003048,sample_00003048,0,2.16,What are you thanking for?,1.0,0.47,0.544
sample_00006437,sample_00006437,0,1.12,Two thousand?,-0.756,0.66,0.208
sample_00003807,sample_00003807,0,5.88,"The user you are trying to reach is about to go for a run, please try again later.",-0.756,0.66,0.208
sample_00002592,sample_00002592,0,1.72,You talk as if you didn't take a sneak photo.,-0.756,0.66,0.208
sample_00002358,sample_00002358,0,2.56,"But I, I haven't seen your performance for a long time, I really want to see it.",1.0,0.47,0.544
sample_00002863,sample_00002863,0,5.12,"I used to have some prejudices against women, possibly because the circles we usually interact with are quite diverse.",-0.756,0.66,0.208
sample_00004827,sample_00004827,0,5.0,"If the three of us fell into a river and only one could survive, who would you save?",1.0,0.47,0.544
sample_00000958,sample_00000958,0,1.75,He knew me better than anyone.,0.0,0.0,0.0
sample_00005846,sample_00005846,0,9.72,"The Feifan's birthday is coming, what gift should I give him?",-0.812,0.648,-0.21
sample_00003446,sample_00003446,0,2.48,"I just feel that, you've been working here for such a long time, and you say you don't even want the money I offer you.",-0.756,0.66,0.208
sample_00002962,sample_00002962,0,3.88,"You are so brave, always pursuing what you want. Not many girls are as brave as you.",0.0,0.0,0.0
sample_00000006,sample_00000006,0,1.63,"I'm fine, I don't care about you.",1.0,0.47,0.544
sample_00003821,sample_00003821,0,6.04,"You ungrateful girl! Mom gave you so much money, and you actually bought a fake bag to deceive your sister-in-law. What's wrong with you?",-0.756,0.66,0.208
sample_00001061,sample_00001061,0,0.8,So you chose to escape.,0.0,0.0,0.0
sample_00002743,sample_00002743,0,1.48,Do you know who I am?,-0.756,0.66,0.208
sample_00004327,sample_00004327,0,6.32,"I can't have my own thoughts, can't have my own hobbies, can't do what I want to do. You say this is not allowed, that is not allowed, you are really annoying.",0.568,0.71,0.078
sample_00002692,sample_00002692,0,4.29,"In this world, regardless of who the person is, they can get to know each other through the guidance of six people.",1.0,0.47,0.544
sample_00002545,sample_00002545,0,1.16,"Who are you, are you a judge?",-0.812,0.648,-0.21
sample_00002299,sample_00002299,0,3.6,"It seems that she has been busy recently, working as an agent for foreign brands.",0.0,0.0,0.0
sample_00004287,sample_00004287,0,2.45,"The customer's flight is early, if you don't leave today.",-0.756,0.66,0.208
sample_00003213,sample_00003213,0,2.77,It's yours.,-0.756,0.66,0.208
sample_00000426,sample_00000426,0,2.32,"I have nothing to do with her, really!",0.0,0.0,0.0
samplenew_00020725,samplenew_00020725,0,5.41,"We don't have a hospital here, and I don't know where to find a doctor. What should we do?",-0.812,0.648,-0.21
samplenew_00020366,samplenew_00020366,0,8.07,"I don't even know what to say, but with you here, grandpa is especially happy.",-0.812,0.648,-0.21
sample_00004844,sample_00004844,0,0.96,,0.0,0.0,0.0
sample_00002098,sample_00002098,0,0.96,What's wrong with you?,-0.756,0.66,0.208
sample_00004618,sample_00004618,0,9.6,"Although we, Shengxuan, seem to be developing year by year, in reality, if we do not advance, we will retreat. Any decision-making mistake could potentially capsize us.",0.568,0.71,0.078
sample_00005885,sample_00005885,0,4.09,That's so good? How come I've never seen you take my matters to heart like this?,1.0,0.47,0.544
sample_00000261,sample_00000261,0,7.84,"I've been studying desperately. After all these years, I'm the only university student from our place. I can't go back.",1.0,0.47,0.544
sample_00006143,sample_00006143,0,6.2,"Meme, doesn't Zhicheng give you living expenses every month? Why do you have to work so hard?",-0.55,-0.334,-0.702
sample_00003441,sample_00003441,0,5.36,"Look, you're eating with me and even laughing. This shows that you don't really hate me.",-0.756,0.66,0.208
sample_00002593,sample_00002593,0,3.08,"I don't want to repeat it again, the engagement matter, regardless of who is right or wrong.",-0.756,0.66,0.208
sample_00002632,sample_00002632,0,8.76,"You know it best in your heart. Let me make it clear to you, no matter where you heard it from, that our family is looking for relatives. From now on, we hope you stay away from our family.",-0.812,0.648,-0.21
sample_00002811,sample_00002811,0,3.24,"You go ahead, this is my last shot.",1.0,0.47,0.544
sample_00002161,sample_00002161,0,3.04,"However, it seems that this time, it includes performing ""The Beautiful Contract"".",-0.812,0.648,-0.21
sample_00000154,sample_00000154,0,2.76,"We come from the town, we are the police.",-0.756,0.66,0.208
sample_00003173,sample_00003173,0,2.14,"That's too cold, it's upsetting my stomach.",1.0,0.47,0.544
sample_00003868,sample_00003868,0,1.4,It's not too late for you to say it now.,-0.55,-0.334,-0.702
sample_00000104,sample_00000104,0,2.36,"You're absolutely right, there's nothing good about men.",-0.55,-0.334,-0.702
sample_00005193,sample_00005193,0,2.56,"I thought of it, so I directly arranged to meet downstairs of the office building.",0.0,0.0,0.0
sample_00001392,sample_00001392,0,3.45,It's not his turn to bring it up! I just want to ask him if his conscience has been eaten by a dog.,0.0,0.0,0.0
sample_00003363,sample_00003363,0,2.68,This is also a very hot team for the outside world.,0.0,0.0,0.0
sample_00004706,sample_00004706,0,3.2,What are you going to do now? Do you want to call the child's father?,1.0,0.47,0.544
sample_00003566,sample_00003566,0,4.0,"I've said it before, I can't let the news of my pregnancy get out. Now that it's like this, how am I supposed to face others?",0.0,0.0,0.0
sample_00006633,sample_00006633,0,4.04,"You guys carry on drinking, I'm leaving.",-0.812,0.648,-0.21
sample_00003474,sample_00003474,0,23.4,"Why is it always like this? Just up and leave! Just up and leave! V, I know I was wrong, V, come back to me.",0.0,0.0,0.0
sample_00005288,sample_00005288,0,6.16,"I think I should show him the most real side, which could be cool.",-0.812,0.648,-0.21
sample_00005652,sample_00005652,0,3.12,"The taxi driver is in urgent need to use the bathroom, he insists on going up to the eighth floor.",0.0,0.0,0.0
sample_00005791,sample_00005791,0,2.2,"Fei Ge, do you mean you want to teach us how to play the piano, Guo Guo?",0.0,0.0,0.0
sample_00003550,sample_00003550,0,6.04,"No matter how good Li Sijin is, there are still some things to consider.",-0.756,0.66,0.208
sample_00004972,sample_00004972,0,5.32,"Okay, I've been used, and you've been used too.",0.0,0.0,0.0
samplenew_00019505,samplenew_00019505,0,4.56,"If the Emperor likes it, this servant can embroider another one. Would it be alright to place it under the Fourth Prince's pillow?",0.0,0.0,0.0
sample_00006608,sample_00006608,0,3.64,Please help me download all of Wang Xiaobo's articles quickly. I refuse to believe that I can't win him back.,1.0,0.47,0.544
sample_00006941,sample_00006941,0,7.48,"How could I not know where you are? I came to apologize to you. I really lost my composure last night. I'm sorry, okay?",0.0,0.0,0.0
sample_00000321,sample_00000321,0,5.04,You'd better ask your daughter why she keeps hurting our Xiaoqiang's hand.,0.568,0.71,0.078
sample_00006677,sample_00006677,0,5.28,"Definitely don't have the energy to drive, but I made a special effort to stay and take you home. How about that, are you moved?",-0.756,0.66,0.208
sample_00000811,sample_00000811,0,5.36,What can I say if your sister likes it?,0.0,0.0,0.0
sample_00000068,sample_00000068,0,4.17,The Fang's family can't sweep me out of the house.,0.0,0.0,0.0
sample_00001021,sample_00001021,0,4.21,"My name is Bala, come to Suanle Bar when you're free to hear me sing, I'll treat you.",-0.55,-0.334,-0.702
sample_00002019,sample_00002019,0,1.2,"Alright, so that's how it is.",0.0,0.0,0.0
sample_00004478,sample_00004478,0,5.08,"Actually, I was thinking, if you were with me in those cities I've been to.",-0.55,-0.334,-0.702
sample_00006194,sample_00006194,0,7.16,"If we have time, let's eat, drink, chat, drink tea, until we grow old, okay? Please don't say weird things.",-0.756,0.66,0.208
samplenew_00023720,samplenew_00023720,0,5.43,"No need, no need. I just came to tell you guys, oh there's a big investment company that highly values my business ability.",-0.55,-0.334,-0.702
sample_00002550,sample_00002550,0,4.08,Are you looking for a wife for yourself? It's okay to be cold to you but enthusiastic towards your son.,-0.756,0.66,0.208
sample_00005988,sample_00005988,0,2.76,"My dad sent me a lot of sausages and cured meat, which are our family's ancestral tradition.",-0.55,-0.334,-0.702
sample_00006438,sample_00006438,0,1.5,Take this test for cadres,-0.756,0.66,0.208
sample_00002014,sample_00002014,0,4.24,"I really thought you had grown up, showing me respect, celebrating my birthday, but it turns out it was all for your wife.",0.0,0.0,0.0
sample_00001073,sample_00001073,0,3.68,"The state is also different from before, I like the way you are now.",1.0,0.47,0.544
sample_00004238,sample_00004238,0,1.76,"Don't worry about me, did you have feelings?",0.0,0.0,0.0
sample_00006952,sample_00006952,0,9.12,"In the end, we are doctors. If everyone only thinks about protecting themselves, then what is our role as doctors? We are not running restaurants, we are not selling vegetables, we are doctors, we are here to treat diseases and save lives.",-0.55,-0.334,-0.702
sample_00002403,sample_00002403,0,8.34,"According to the law, those who have assisted you are suspected of committing the crime of harboring.",-0.756,0.66,0.208
sample_00001161,sample_00001161,0,3.16,"Thank you, little earthworm, for using your saddest experience to comfort me.",-0.812,0.648,-0.21
sample_00006893,sample_00006893,0,5.2,What's going on with you? Didn't you tell me that you had informed Zhi Cheng about your job as an agent?,-0.756,0.66,0.208
samplenew_00023022,samplenew_00023022,0,4.18,"Last night, a patrol officer from the Da Long Mountain police station,",-0.55,-0.334,-0.702
sample_00001379,sample_00001379,0,2.44,"I'm done with this spy business, I'm not doing it anymore.",0.0,0.0,0.0
sample_00001719,sample_00001719,0,3.64,"I've known you for six years, and only today did I realize how deep you are!",-0.812,0.648,-0.21
sample_00005763,sample_00005763,0,2.8,"I'm almost in my thirties, I want to get married as soon as possible.",1.0,0.47,0.544
sample_00001850,sample_00001850,0,2.96,"Then they feel homesick, they do what they can, they work very hard to support you, but the child is not under pressure.",-0.756,0.66,0.208
sample_00002573,sample_00002573,0,2.92,"You clearly know that Luo Yiyang is his younger brother, are you trying to use him to get close to Yuan Hao?",-0.55,-0.334,-0.702
sample_00005391,sample_00005391,0,0.38,"Haven't you heard of the saying ""happy in poverty""?",0.0,0.0,0.0
sample_00000535,sample_00000535,0,1.76,I won't care about you anymore!,-0.812,0.648,-0.21
sample_00001889,sample_00001889,0,1.71,,-0.812,0.648,-0.21
sample_00001995,sample_00001995,0,3.6,"Instead of being tied hand and foot, it's you who can truly live your own life.",-0.812,0.648,-0.21
sample_00001025,sample_00001025,0,3.64,"I just have a small matter to take care of, and then I will take a leave.",-0.812,0.648,-0.21
sample_00003594,sample_00003594,0,5.6,"I'm going to check on the Empress and Xiao Nan, they should be fine. I want them to accompany me for a walk.",-0.55,-0.334,-0.702
sample_00005595,sample_00005595,0,5.72,"It's hard to hail a cab here, let me drive you instead. I have to pass by Ode to Joy on my way home from here anyway, so it's on my way.",1.0,0.47,0.544
sample_00006666,sample_00006666,0,3.0,"Every time I return to Taiwan, I exercise my body to the utmost.",0.568,0.71,0.078
sample_00001397,sample_00001397,0,3.24,"Don't interfere in your son's affairs, don't mess up the good things for him.",0.0,0.0,0.0
sample_00003603,sample_00003603,0,6.01,"Just at this moment, fate throws me a bachelor who is not only a heartthrob but also has great potential for the future.",1.0,0.47,0.544
sample_00002488,sample_00002488,0,8.32,"No, so much has happened recently, I plan to take a vacation on an island.",-0.55,-0.334,-0.702
sample_00003547,sample_00003547,0,3.52,You don't have to take any responsibility. Just express your opinion.,-0.55,-0.334,-0.702
samplenew_00018899,samplenew_00018899,0,4.13,I'm afraid we can only catch a distant glimpse of his back in those years.,1.0,0.47,0.544
sample_00001678,sample_00001678,0,4.44,"I don't want to argue with you today. How about this, I think I should go home first.",1.0,0.47,0.544
sample_00001070,sample_00001070,0,1.84,"The more she behaves like this, the more anxious I become.",-0.756,0.66,0.208
sample_00000561,sample_00000561,0,2.5,"It's good. Mr. He takes good care of me, and I'm quite happy working there.",1.0,0.47,0.544
sample_00000877,sample_00000877,0,2.48,Did the surgery go smoothly?,-0.756,0.66,0.208
sample_00005502,sample_00005502,0,2.44,"In that way, I can help mom support the family.",0.0,0.0,0.0
sample_00004989,sample_00004989,0,2.56,He is not as good as you think.,-0.756,0.66,0.208
sample_00006086,sample_00006086,0,1.04,You become a wealthy wife。,-0.55,-0.334,-0.702
sample_00001457,sample_00001457,0,3.96,"I would like to take this opportunity at today's board meeting to announce to everyone,",0.0,0.0,0.0
sample_00000239,sample_00000239,0,3.89,"You endured all the harsh words he said, I know it was for me.",-0.812,0.648,-0.21
sample_00006953,sample_00006953,0,2.25,"It will be handled at the interest rate of private loans, three percent interest, no bargaining.",-0.756,0.66,0.208
sample_00002646,sample_00002646,0,5.55,"He is willing to sacrifice his entire life for me, even if it means living like a walking dead.",-0.55,-0.334,-0.702
sample_00000386,sample_00000386,0,2.08,"You said, what if the peach and the sunflower don't work out.",-0.55,-0.334,-0.702
sample_00005186,sample_00005186,0,4.36,"I think the act of marrying him is a bit too much, you should really think it over.",-0.756,0.66,0.208
sample_00003939,sample_00003939,0,2.72,I'm thirty years old and still not married.,0.0,0.0,0.0
sample_00004653,sample_00004653,0,13.21,"He called me that day, but I didn't answer, just a few minutes before the car accident.",1.0,0.47,0.544
sample_00006057,sample_00006057,0,3.12,We have broken up with that bad man.,1.0,0.47,0.544
sample_00006081,sample_00006081,0,4.4,"I asked the wrong question, shouldn't I have asked?",0.568,0.71,0.078
sample_00002072,sample_00002072,0,9.04,"If I make the shoes for you, you have to return my spouse's portrait and those shoes to me.",-0.756,0.66,0.208
samplenew_00002117,samplenew_00002117,0,5.12,Wu Chengxiang told me that he could arrange for me to go abroad and also enable me to live a high-end lifestyle overseas.,0.0,0.0,0.0
sample_00002401,sample_00002401,0,2.4,"I will not forgive you, no forgiveness.",-0.756,0.66,0.208
sample_00000628,sample_00000628,0,1.16,Let's go.,-0.812,0.648,-0.21
sample_00003820,sample_00003820,0,1.0,"That's good, that's good.",-0.756,0.66,0.208
sample_00006461,sample_00006461,0,2.28,"I am speaking with my employees, please do not interrupt.",-0.756,0.66,0.208
sample_00006977,sample_00006977,0,1.72,"Always reliable, what's up? Cai Weilan wants to rent?",1.0,0.47,0.544
sample_00007027,sample_00007027,0,1.36,"I have to go to work, I have to work.",-0.756,0.66,0.208
sample_00004811,sample_00004811,0,3.08,"You definitely earn more than I do at the Civil Affairs Bureau, I'm telling you.",0.568,0.71,0.078
sample_00005425,sample_00005425,0,3.4,"I'm really very sorry, miss.",-0.756,0.66,0.208
samplenew_00002648,samplenew_00002648,0,8.84,"A single young woman, today,",-0.55,-0.334,-0.702
sample_00003233,sample_00003233,0,1.72,"I think this is pretty good, why don't you two give it a try and talk about it.",-0.812,0.648,-0.21
samplenew_00009173,samplenew_00009173,0,6.24,"I will wander into the wilderness, and I will surely find you.",-0.756,0.66,0.208
sample_00001563,sample_00001563,0,3.24,"I'm serious about cooperation. Since you're here, why not take a tour?",-0.756,0.66,0.208
sample_00003114,sample_00003114,0,4.52,"I want to live a wonderful life, a life that I control, so I choose a different path.",-0.756,0.66,0.208
sample_00001813,sample_00001813,0,1.2,Why do you guys want to learn English?,0.0,0.0,0.0
sample_00002433,sample_00002433,0,3.56,"Now that he has gotten his money back, he wants to ask us to help return the money to you.",0.0,0.0,0.0
sample_00004203,sample_00004203,0,2.33,"Waving in front of my sister every day, but she's not moved at all.",-0.756,0.66,0.208
sample_00003220,sample_00003220,0,6.85,"I didn't want to argue with you, the problem is we really don't get along. You were doing fine, but you had to bring this up, who do you blame for the issue you brought up? Do you blame me?",-0.812,0.648,-0.21
sample_00003500,sample_00003500,0,3.64,"Oh, you really want to take over my job, huh.",-0.55,-0.334,-0.702
sample_00000793,sample_00000793,0,2.61,"No wonder, that day Sister Fan came back so late, I was wondering, so that's why.",-0.812,0.648,-0.21
sample_00006108,sample_00006108,0,2.46,,0.0,0.0,0.0
sample_00003752,sample_00003752,0,5.36,"I'm so sorry for the inconvenience. We're all family here, it's all our business. Don't worry, sister-in-law, I will definitely handle it well.",0.0,0.0,0.0
sample_00000252,sample_00000252,0,4.08,"By the way, how's your job search going?",0.0,0.0,0.0
sample_00000967,sample_00000967,0,3.32,"Oh my, how long has this been going on?",-0.812,0.648,-0.21
sample_00005366,sample_00005366,0,1.16,You have one advantage as a person.,0.0,0.0,0.0
sample_00005765,sample_00005765,0,2.88,"Oh my, how cunning you are.",1.0,0.47,0.544
sample_00003231,sample_00003231,0,3.2,"Let me train Jiahe to become a chef, then I can retire successfully.",0.0,0.0,0.0
sample_00004824,sample_00004824,0,3.44,"Then, the winter military blanket, even under the oil lamp, is still translucent.",0.568,0.71,0.078
sample_00005780,sample_00005780,0,3.4,,1.0,0.47,0.544
sample_00000691,sample_00000691,0,2.64,Don't be foolish.,-0.756,0.66,0.208
sample_00002862,sample_00002862,0,3.08,"It will definitely be the grandest and most solemn event, make sure to invite everyone when the time comes.",-0.756,0.66,0.208
sample_00003552,sample_00003552,0,1.76,Have you figured out what you want to do?,0.0,0.0,0.0
sample_00005991,sample_00005991,0,3.08,"Sitting on that special seat, it was actually me sitting alone on the special seat years ago.",0.0,0.0,0.0
sample_00003991,sample_00003991,0,4.12,"I'm going to have an ultrasound this weekend, and it will be the first time we can see our baby.",-0.55,-0.334,-0.702
sample_00006368,sample_00006368,0,3.29,He proposed it? On what grounds does he have?,0.568,0.71,0.078
sample_00006373,sample_00006373,0,2.44,,-0.756,0.66,0.208
sample_00006381,sample_00006381,0,1.68,"""The Red Detachment of Women"" by Wu Qinghua.",-0.812,0.648,-0.21
sample_00006310,sample_00006310,0,1.93,"I, I don't need a salary, I'm happy just to work with you.",-0.756,0.66,0.208
sample_00006238,sample_00006238,0,5.04,"Screw it, you should, screw the rules.",-0.756,0.66,0.208
sample_00006681,sample_00006681,0,1.46,Are you asking me for a favor?,-0.756,0.66,0.208
sample_00004947,sample_00004947,0,2.96,"Xiao Qu, can you stop messing around, you've been under other people's Weibo these past few days.",0.0,0.0,0.0
sample_00000523,sample_00000523,0,4.76,"He can't come back anymore, none of you are me.",-0.756,0.66,0.208
sample_00002485,sample_00002485,0,2.12,I tore up all of my design drafts.,-0.55,-0.334,-0.702
sample_00005383,sample_00005383,0,3.68,"Your legs are still not in good condition, don't walk around too much, go back and rest as soon as possible.",0.0,0.0,0.0
sample_00001710,sample_00001710,0,2.44,,-0.756,0.66,0.208
sample_00005140,sample_00005140,0,1.72,"I don't have a girlfriend,who would be interested in a courier.",-0.756,0.66,0.208
sample_00004722,sample_00004722,0,5.0,"I'm feeling really upset right now, can I talk to you?",-0.55,-0.334,-0.702
sample_00005719,sample_00005719,0,2.76,What a wonderful thing! Tell mom.,-0.756,0.66,0.208
sample_00004492,sample_00004492,0,1.56,"Xia, I promise you.",-0.756,0.66,0.208
sample_00003684,sample_00003684,0,6.92,"You are a true prairie wolf, I take pride in you.",0.568,0.71,0.078
sample_00000604,sample_00000604,0,1.29,Do you deserve her?,-0.812,0.648,-0.21
sample_00005535,sample_00005535,0,1.4,"Xiao Mei, don't overthink it.",-0.812,0.648,-0.21
sample_00002082,sample_00002082,0,6.36,"You just pack up, take all your junk away, don't leave a single thing behind, I'll just pretend I never knew you.",-0.756,0.66,0.208
sample_00005340,sample_00005340,0,4.48,"A type of filet steak, its taste is as complex as its preparation process.",-0.756,0.66,0.208
sample_00003860,sample_00003860,0,5.12,"Look at Huang Hongbing and his team, the last case they handled, the case officer and two victims.",-0.756,0.66,0.208
samplenew_00024463,samplenew_00024463,0,4.5,"I'm not sure about this either, but the Lynx has already dispatched a car to send him back to the orchard.",1.0,0.47,0.544
sample_00002287,sample_00002287,0,2.08,"If Zhu Yun's family finds out, it could cause a commotion.",-0.756,0.66,0.208
sample_00001529,sample_00001529,0,4.04,I've liked her for a long time.,-0.756,0.66,0.208
sample_00000156,sample_00000156,0,1.56,Is everything okay at home?,1.0,0.47,0.544
sample_00005263,sample_00005263,0,3.0,I want my sister to finish high school properly and get into a good university.,1.0,0.47,0.544
sample_00003483,sample_00003483,0,5.08,"Alright, definitely, you also need to take care of yourself.",-0.55,-0.334,-0.702
sample_00006896,sample_00006896,0,6.08,"You're bringing out all the vows, aren't you? How noble of you. Fine, you're noble, I'm humble, you're right, I'm wrong, okay?",-0.756,0.66,0.208
sample_00001419,sample_00001419,0,1.2,,-0.812,0.648,-0.21
sample_00004788,sample_00004788,0,2.48,"If you don't fight for it, it must come.",-0.756,0.66,0.208
sample_00004606,sample_00004606,0,3.48,"Having a clear conscience, you know that I agreed to their marriage.",-0.55,-0.334,-0.702
